source_interest_excel_row,source_excel_row,OPLEIDINGSEENHEIDCODE,ONDERWIJSAANBIEDER_NAAM,ERKENDEOPLEIDINGSCODE,NAAM_LANG,student_interest,evidence,source_title,source_url,strength,interest_relationship,counselor_programme_id,target_mapping_status
76,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,regenerative medicine,The bachelor's central aim is to develop methods that repair or regenerate damaged tissues and organs.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Direct programme interest,cp-000145,mapped
77,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,how the body repairs itself,The programme explicitly investigates how the body's own healing and regenerative abilities can be stimulated and enhanced.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Direct programme interest,cp-000145,mapped
78,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,"combining biology, engineering and medicine","The programme integrates biological sciences, mathematics and physics, materials, anatomy, physiology, and medical applications.",Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Direct programme interest,cp-000145,mapped
79,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,stem cells and regenerative cell biology,"The detailed programme guide explains stem-cell sources, differentiation, and regenerative applications; stem-cell research is also identified as a career.",Regenerative Medicine and Technology — 2025–2026 programme and course descriptions || Regenerative Medicine and Technology — further study and careers,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf || https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/your-future,Explicit,Curricular topic,cp-000145,mapped
80,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,tissue engineering,The programme describes tissue-engineering approaches and identifies tissue engineering as a connected advanced-study direction.,Regenerative Medicine and Technology — 2025–2026 programme and course descriptions || Regenerative Medicine and Technology — further study and careers,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf || https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/your-future,Explicit,Stable study direction,cp-000145,mapped
81,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,biomaterials for repairing the body,The curriculum explains smart biomaterials and how materials interact with cells; biomedical materials are also a named further-study pathway.,Regenerative Medicine and Technology — 2025–2026 programme and course descriptions || Regenerative Medicine and Technology — further study and careers,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf || https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/your-future,Explicit,Stable study direction,cp-000145,mapped
82,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,3D-printing artificial tissues and organs,The programme explicitly discusses the possibility of 3D-printing bioartificial organs as a defining regenerative-technology application.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Direct programme interest,cp-000145,mapped
83,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,cell-based therapies,"The programme guide discusses cell-based treatment approaches, and the careers page explicitly identifies cell-therapy specialist.",Regenerative Medicine and Technology — 2025–2026 programme and course descriptions || Regenerative Medicine and Technology — further study and careers,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf || https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/your-future,Explicit,Stable study direction,cp-000145,mapped
84,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,gene therapy and advanced medical treatments,"The detailed curriculum discusses gene-therapy approaches, while advanced-therapy medicinal products are a named progression field.",Regenerative Medicine and Technology — 2025–2026 programme and course descriptions || Regenerative Medicine and Technology — further study and careers,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf || https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/your-future,Explicit,Curricular topic,cp-000145,mapped
85,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,immunology and regenerative therapies,"The programme guide describes immune responses, transplantation-related immunology, and immune-based regenerative treatment approaches.",Regenerative Medicine and Technology — 2025–2026 programme and course descriptions,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf,Explicit,Curricular topic,cp-000145,mapped
86,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,medical devices and biomedical engineering,The programme explicitly combines engineering with medicine and identifies medical-device development as a graduate career direction.,Regenerative Medicine and Technology — why this programme || Regenerative Medicine and Technology — further study and careers,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme || https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/your-future,Explicit,Direct programme interest,cp-000145,mapped
87,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,organs-on-chips and microfluidic medical models,"The programme guide describes microfluidics, miniaturised biomedical systems, and organ-on-chip applications for modelling disease and testing treatments.",Regenerative Medicine and Technology — 2025–2026 programme and course descriptions,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf,Explicit,Curricular topic,cp-000145,mapped
88,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,biofabrication and engineered living tissues,Detailed curriculum descriptions examine ways of fabricating and assembling biological materials into functional tissue constructs.,Regenerative Medicine and Technology — 2025–2026 programme and course descriptions,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf,Explicit,Curricular topic,cp-000145,mapped
89,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,wound healing and blood-vessel formation,The programme guide discusses wound repair and vascularisation as substantive challenges in regenerating functional tissues.,Regenerative Medicine and Technology — 2025–2026 programme and course descriptions,https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf,Explicit,Curricular topic,cp-000145,mapped
90,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,alternatives to organ transplantation,The programme explains that regenerative approaches can offer alternatives to organ and tissue transplantation or long-term medication.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Direct programme interest,cp-000145,mapped
91,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,regenerative treatments for diabetes,Diabetes is explicitly identified as a chronic disease that regenerative medicine and technology aims to tackle.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Illustrative or temporary topic,cp-000145,mapped
92,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,repairing joints and treating arthritis,The programme explicitly identifies arthritis among the chronic conditions that regenerative approaches may address.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Illustrative or temporary topic,cp-000145,mapped
93,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,heart and blood-vessel regeneration,The programme explicitly identifies cardiovascular conditions as targets for regenerative treatment development.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Illustrative or temporary topic,cp-000145,mapped
94,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,regenerating damaged lungs and treating COPD,The programme identifies chronic obstructive pulmonary disease as a specific condition relevant to regenerative therapies.,Regenerative Medicine and Technology — why this programme,https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme,Explicit,Illustrative or temporary topic,cp-000145,mapped
95,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,brain and nerve regeneration,"The programme's detailed case descriptions extend from neural to organ regeneration, and official student material discusses neuroregenerative interests.",Regenerative Medicine and Technology — 2025–2026 programme and course descriptions || Regenerative Medicine and Technology — student and alumni insights (2026),https://www.maastrichtuniversity.nl/file/2025-2026-bachelor-rmt-en-fhmlpdf || https://www.maastrichtuniversity.nl/sites/default/files/2026-03/Alumni_RMT_BOD_boekje.pdf,Explicit,Illustrative or temporary topic,cp-000145,mapped
96,158,1001O8844,Universiteit Maastricht,59346,Regenerative Medicine and Technology,biomedical laboratory research,"The programme emphasises practical laboratory skills and student-facing material discusses cell culture, experimental design, and wet-lab research.",Regenerative Medicine and Technology — why this programme || Regenerative Medicine and Technology — student and alumni insights (2026),https://www.maastrichtuniversity.nl/education/bachelor/programmes/regenerative-medicine-and-technology/why-this-programme || https://www.maastrichtuniversity.nl/sites/default/files/2026-03/Alumni_RMT_BOD_boekje.pdf,Explicit,Direct programme interest,cp-000145,mapped
